"","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc"
"696612",20000," 36 months",12.29,"C","C1","10+ years","RENT",80000,"Source Verified","credit_card","606xx",15,0,"Sep-95",1,12,1,11296,65.3,28
"390687",25000," 60 months",19.52,"E","E2","3 years","RENT",65000,"Verified","credit_card","067xx",32.56,0,"Nov-00",1,37,0,32611,78.2,51
"695781",24000," 60 months",19.19,"E","E3","7 years","MORTGAGE",62000,"Source Verified","debt_consolidation","029xx",21.24,0,"Aug-05",2,21,0,22520,78.5,28
"5664",12000," 60 months",14.27,"C","C2","4 years","RENT",40000,"Source Verified","small_business","945xx",8.61,0,"Apr-98",2,17,0,8744,26.3,28
"425805",6925," 36 months",22.45,"E","E5","10+ years","MORTGAGE",36000,"Source Verified","debt_consolidation","337xx",11.47,1,"Feb-98",2,14,0,7315,59.5,21
"476722",7375," 36 months",13.18,"C","C3","6 years","MORTGAGE",39145,"Source Verified","debt_consolidation","773xx",36.45,1,"Apr-90",0,11,0,8152,27,26
"509537",8000," 36 months",12.59,"C","C2","10+ years","RENT",82676,"Source Verified","debt_consolidation","786xx",12.06,0,"Feb-07",2,8,0,4187,59.8,10
"591479",18000," 60 months",13.33,"C","C3","1 year","MORTGAGE",43000,"Source Verified","debt_consolidation","805xx",14.99,0,"Nov-97",0,11,0,16808,85.3,27
"354447",15000," 36 months",9.17,"B","B1","2 years","MORTGAGE",60000,"Not Verified","debt_consolidation","996xx",25.49,0,"Sep-06",1,14,0,15720,70.8,37
"623593",15000," 60 months",13.33,"C","C3","10+ years","MORTGAGE",85000,"Not Verified","debt_consolidation","201xx",23.86,0,"Dec-94",0,13,0,97158,64.5,27
"320945",14000," 36 months",16.99,"D","D3","4 years","RENT",58000,"Not Verified","car","334xx",6.37,0,"May-11",1,9,0,5035,62.9,12
"110433",8400," 36 months",15.88,"C","C4","1 year","RENT",45000,"Source Verified","debt_consolidation","212xx",21.33,0,"Jan-92",2,15,1,8945,27.3,35
"44083",4800," 36 months",9.67,"B","B1","10+ years","MORTGAGE",72000,"Not Verified","debt_consolidation","265xx",16.87,0,"Dec-89",0,12,0,19984,61.1,25
"196831",11700," 36 months",16.29,"C","C4","8 years","OWN",35000,"Not Verified","home_improvement","187xx",28.56,0,"Jun-07",2,5,0,7451,55.6,7
"209817",9925," 36 months",20.49,"E","E1","< 1 year","RENT",44000,"Verified","home_improvement","112xx",8.39,5,"Nov-03",0,4,0,3605,90.1,16
"159886",20000," 36 months",6.03,"A","A1","10+ years","MORTGAGE",82000,"Not Verified","credit_card","238xx",10.3,0,"Oct-94",1,7,0,9400,34.1,18
"324471",12000," 36 months",10.15,"B","B2","< 1 year","MORTGAGE",75000,"Not Verified","credit_card","405xx",31.15,0,"Apr-96",0,20,0,39135,75.3,45
"345432",27225," 36 months",6.03,"A","A1","8 years","MORTGAGE",58000,"Source Verified","debt_consolidation","805xx",17.73,0,"Nov-00",0,11,0,332,0.4,29
"53787",35000," 60 months",19.2,"D","D3","10+ years","RENT",83000,"Verified","debt_consolidation","907xx",9.02,0,"Apr-91",0,5,0,6125,94.2,24
"838519",14000," 36 months",13.99,"C","C4","8 years","MORTGAGE",88000,"Verified","debt_consolidation","925xx",17.35,0,"Apr-87",5,31,1,53226,30.4,53
"339273",15000," 36 months",10.15,"B","B2","2 years","RENT",89000,"Not Verified","debt_consolidation","037xx",8.41,2,"Jan-91",0,8,0,3413,27.7,29
"643232",10000," 36 months",8.18,"B","B1","1 year","RENT",65000,"Not Verified","credit_card","197xx",8.71,0,"Jul-07",1,5,0,10798,49.8,12
"506177",11325," 36 months",13.18,"C","C3","6 years","RENT",32400,"Not Verified","other","117xx",18.63,0,"Mar-02",0,4,0,14064,88,9
"70228",24375," 36 months",12.99,"B","B4","10+ years","MORTGAGE",55000,"Verified","debt_consolidation","452xx",15.4,1,"Jan-01",0,12,0,21470,78.9,37
"519089",16000," 60 months",11.49,"B","B5","10+ years","MORTGAGE",58000,"Source Verified","credit_card","481xx",20.5,0,"Nov-94",1,10,2,17087,75.6,19
"590",7700," 36 months",16.77,"D","D2","3 years","RENT",29772.96,"Source Verified","other","765xx",18.58,0,"Aug-00",0,6,0,9206,82.9,11
"735292",4800," 36 months",18.55,"E","E2","8 years","RENT",36000,"Verified","other","482xx",24.09,0,"Jun-06",3,11,0,10058,76.2,14
"44469",16000," 60 months",14.47,"C","C2","10+ years","RENT",65000,"Verified","debt_consolidation","114xx",21.4,0,"Jul-00",0,8,0,32824,73.6,14
"245505",24000," 60 months",16.49,"D","D3","10+ years","MORTGAGE",80000,"Source Verified","debt_consolidation","787xx",13.25,0,"Nov-04",1,10,0,32604,68.5,24
"461088",23000," 36 months",11.99,"B","B3","7 years","RENT",75000,"Verified","debt_consolidation","222xx",17.45,0,"Apr-98",0,15,0,13447,47.9,23
"90379",10000," 36 months",15.61,"C","C3","3 years","MORTGAGE",81000,"Verified","debt_consolidation","105xx",28.44,0,"Jun-99",1,13,0,16703,68.2,50
"236076",5000," 36 months",15.59,"D","D1","10+ years","MORTGAGE",48000,"Verified","debt_consolidation","313xx",23.75,1,"Jul-93",2,14,0,11817,47.3,44
"98607",12000," 36 months",11.55,"B","B3","10+ years","RENT",37500,"Not Verified","credit_card","927xx",23.98,0,"Mar-00",0,11,0,15790,80.2,21
"516455",12000," 36 months",12.59,"C","C2","n/a","OWN",43654,"Verified","debt_consolidation","559xx",36.16,0,"Sep-84",2,11,0,26016,76.7,23
"730250",1500," 36 months",7.89,"A","A5","10+ years","MORTGAGE",129000,"Not Verified","major_purchase","130xx",18.21,0,"Apr-05",0,12,0,23091,77.5,18
"887101",8000," 36 months",18.54,"E","E1","10+ years","MORTGAGE",44000,"Verified","debt_consolidation","377xx",5.97,0,"May-06",0,5,0,0,0,11
"229164",1200," 36 months",7.51,"A","A3","< 1 year","MORTGAGE",8400,"Not Verified","other","724xx",16.57,0,"Dec-88",1,11,0,4466,9.6,24
"409546",20000," 60 months",21.18,"E","E3","10+ years","MORTGAGE",78000,"Source Verified","credit_card","773xx",15.92,1,"May-01",3,15,0,21634,68.3,28
"19558",10000," 36 months",6.92,"A","A3","3 years","RENT",51000,"Not Verified","debt_consolidation","021xx",10.54,0,"Oct-97",1,8,0,6958,15.3,14
"386983",22000," 60 months",20.99,"E","E4","n/a","RENT",63828,"Verified","debt_consolidation","954xx",21.53,0,"Apr-06",0,13,0,5416,98.5,27
"242162",8000," 36 months",15.99,"D","D2","3 years","RENT",50000,"Not Verified","credit_card","103xx",7.03,0,"Mar-06",0,3,0,11895,82,14
"830805",10000," 36 months",9.17,"B","B2","10+ years","OWN",70000,"Source Verified","debt_consolidation","453xx",19.58,1,"Sep-93",2,13,0,14780,73.9,25
"669057",20400," 60 months",17.86,"D","D5","7 years","MORTGAGE",95000,"Source Verified","home_improvement","633xx",13.02,0,"Nov-04",1,7,0,11267,98,11
"415216",25000," 60 months",14.64,"C","C3","5 years","MORTGAGE",90000,"Source Verified","credit_card","184xx",16.42,0,"Nov-02",1,10,0,49628,68.1,25
"809195",15550," 60 months",18.25,"E","E1","2 years","RENT",45000,"Source Verified","debt_consolidation","175xx",25.98,2,"Feb-04",0,8,0,5231,53.4,18
"169544",17000," 36 months",11.14,"B","B2","10+ years","RENT",74000,"Verified","credit_card","913xx",20.63,0,"Apr-86",0,16,0,28059,94.8,34
"866621",13050," 60 months",19.24,"E","E2","9 years","MORTGAGE",48000,"Source Verified","credit_card","802xx",9.7,0,"Nov-07",0,8,0,6344,50.3,11
"38666",7500," 36 months",11.66,"C","C3","3 years","RENT",61000,"Not Verified","other","275xx",17.59,0,"Aug-00",2,9,0,6550,47.8,19
"462050",2000," 60 months",23.4,"E","E5","4 years","OWN",45000,"Verified","other","462xx",25.47,0,"Jun-06",2,10,0,11267,43,20
"81870",14000," 36 months",9.99,"B","B1","10+ years","MORTGAGE",90000,"Verified","debt_consolidation","275xx",23.63,0,"Dec-00",0,6,1,29451,74.9,22
"797983",12000," 60 months",17.86,"D","D5","10+ years","MORTGAGE",95668,"Source Verified","home_improvement","762xx",20.22,2,"Dec-04",1,17,0,18002,61.7,30
"582581",10000," 36 months",7.89,"A","A5","10+ years","MORTGAGE",165000,"Source Verified","other","939xx",4.44,1,"Jun-77",0,6,0,14834,86.7,22
"716423",6500," 36 months",6.24,"A","A2","10+ years","MORTGAGE",107000,"Not Verified","home_improvement","601xx",14.62,1,"Nov-90",1,13,0,39113,63,26
"864124",18000," 36 months",14.99,"C","C5","3 years","RENT",120000,"Source Verified","debt_consolidation","904xx",19.77,1,"Apr-01",0,11,0,5783,47.8,18
"595291",17000," 60 months",23.99,"F","F3","2 years","MORTGAGE",215000,"Verified","small_business","200xx",5.36,0,"May-12",0,9,0,14241,76.2,13
"749798",4000," 36 months",9.99,"B","B3","2 years","RENT",50000,"Not Verified","debt_consolidation","981xx",14.26,0,"May-07",0,5,0,5961,32,10
"513596",14400," 60 months",9.99,"B","B3","4 years","MORTGAGE",137000,"Not Verified","credit_card","270xx",9,0,"Oct-97",0,7,0,10844,91.9,22
"129861",12525," 36 months",17.27,"C","C5","3 years","MORTGAGE",70000,"Source Verified","debt_consolidation","365xx",7.22,0,"Nov-96",1,6,0,10535,88.5,23
"858095",16650," 36 months",11.99,"B","B5","2 years","RENT",36400,"Verified","debt_consolidation","342xx",27.53,0,"Apr-04",0,12,0,16110,57.3,22
"881284",10000," 60 months",14.31,"C","C4","8 years","RENT",57000,"Source Verified","credit_card","410xx",18.65,0,"Aug-01",0,18,0,16728,78.9,55
"318256",18225," 36 months",12.99,"C","C1","< 1 year","MORTGAGE",70000,"Verified","debt_consolidation","023xx",18.48,0,"Oct-08",1,16,0,7262,45.4,21
"855839",25000," 60 months",17.14,"D","D4","10+ years","MORTGAGE",75000,"Source Verified","debt_consolidation","720xx",29.01,0,"Oct-95",0,17,0,19859,40.4,28
"186986",10000," 36 months",15.31,"C","C2","1 year","RENT",30000,"Not Verified","credit_card","591xx",14.04,0,"Mar-01",0,7,0,9934,72,20
"539080",10000," 36 months",12.05,"C","C1","3 years","RENT",75000,"Source Verified","debt_consolidation","070xx",15.55,0,"Aug-08",1,7,0,6565,64.4,12
"846101",20000," 36 months",8.67,"B","B1","7 years","OWN",50000,"Source Verified","debt_consolidation","430xx",16.35,0,"Feb-84",0,14,0,13072,36.4,35
"687721",19550," 36 months",14.65,"C","C5","3 years","MORTGAGE",72000,"Not Verified","debt_consolidation","786xx",10.7,0,"Feb-12",0,10,0,11653,63.3,11
"294429",3500," 36 months",7.69,"A","A4","10+ years","MORTGAGE",87000,"Verified","home_improvement","212xx",21.21,1,"May-85",0,18,0,32236,80.6,44
"497649",11475," 36 months",16.55,"D","D2","8 years","MORTGAGE",62000,"Source Verified","credit_card","442xx",37.36,1,"Sep-02",0,23,0,24430,65.7,45
"359762",5000," 36 months",10.99,"B","B3","6 years","RENT",30000,"Not Verified","credit_card","774xx",6.28,0,"May-04",0,4,0,5659,77.5,7
"809404",28675," 36 months",7.89,"A","A5","8 years","RENT",150000,"Source Verified","credit_card","850xx",11.12,1,"May-95",1,10,0,38512,74.2,33
"289112",25000," 60 months",7.69,"A","A4","< 1 year","MORTGAGE",91000,"Verified","debt_consolidation","617xx",7.69,0,"Jan-93",0,9,0,23274,46.6,28
"533886",30000," 60 months",12.05,"C","C1","10+ years","MORTGAGE",143452,"Source Verified","credit_card","201xx",29.4,0,"Jul-94",0,18,0,65484,60.9,40
"375013",23000," 60 months",18.24,"D","D5","1 year","RENT",63000,"Source Verified","debt_consolidation","567xx",30.78,0,"Jan-98",0,21,0,23474,83.2,26
"410093",16500," 60 months",14.64,"C","C3","10+ years","MORTGAGE",123000,"Not Verified","home_improvement","945xx",4.28,1,"Jul-97",0,9,0,3829,56.3,18
"736625",16000," 36 months",13.99,"C","C4","10+ years","MORTGAGE",1e+05,"Verified","debt_consolidation","460xx",15.73,0,"Jan-02",1,18,1,20770,79.6,24
"737837",35000," 36 months",16.55,"D","D2","3 years","MORTGAGE",750000,"Verified","small_business","921xx",5.52,0,"Dec-94",0,13,0,92638,64.5,22
"656366",20000," 36 months",6.24,"A","A2","< 1 year","MORTGAGE",80000,"Not Verified","debt_consolidation","330xx",15.51,0,"Oct-03",0,12,0,14311,47.9,29
"731002",14400," 60 months",10.99,"B","B4","9 years","RENT",125000,"Not Verified","debt_consolidation","895xx",27.22,1,"Jun-98",0,8,0,39767,98.7,29
"370597",19000," 36 months",8.39,"A","A5","2 years","RENT",119000,"Not Verified","other","100xx",0.38,0,"Aug-05",0,7,0,38,0.4,11
"845898",8600," 36 months",14.31,"C","C4","10+ years","RENT",104793,"Not Verified","credit_card","446xx",9.48,0,"Apr-90",1,13,0,7222,84,17
"128940",14600," 60 months",15.31,"C","C2","6 years","MORTGAGE",43000,"Verified","debt_consolidation","783xx",25,0,"Nov-02",0,10,0,12538,46.1,25
"458890",20000," 36 months",10.99,"B","B2","10+ years","MORTGAGE",78500,"Source Verified","debt_consolidation","230xx",13.51,0,"May-94",0,17,1,17629,27.7,21
"811928",35000," 36 months",13.33,"C","C3","3 years","RENT",95000,"Verified","major_purchase","100xx",4.46,0,"May-89",1,17,6,10448,12.3,19
"340616",13200," 36 months",9.17,"B","B1","10+ years","MORTGAGE",135000,"Not Verified","debt_consolidation","237xx",3.03,0,"Feb-99",0,6,0,10783,65.7,15
"601089",3000," 36 months",9.99,"B","B3","10+ years","MORTGAGE",60000,"Not Verified","other","230xx",35.9,0,"Mar-96",0,12,0,42814,78,27
"448079",10000," 36 months",14.47,"C","C2","6 years","OWN",79500,"Not Verified","debt_consolidation","338xx",10.97,0,"Oct-01",1,7,0,10217,75.1,10
"30873",2000," 36 months",10.99,"B","B4","10+ years","RENT",35040,"Not Verified","educational","071xx",7.84,0,"Apr-00",0,3,0,5,0.2,23
"137706",5200," 36 months",10.16,"B","B1","< 1 year","RENT",60000,"Source Verified","credit_card","076xx",20.68,1,"Apr-93",0,12,0,50791,78.1,37
"73294",14800," 36 months",15.1,"C","C2","7 years","OWN",50000,"Source Verified","credit_card","793xx",25.99,0,"Sep-01",0,7,0,12580,96,16
"475118",8525," 36 months",9.17,"B","B2","n/a","RENT",38500,"Verified","debt_consolidation","341xx",28.01,0,"Jul-05",2,14,0,8613,12.3,24
"612883",10000," 36 months",6.24,"A","A2","10+ years","RENT",65000,"Source Verified","credit_card","114xx",20.16,0,"Feb-96",1,8,1,8372,42,17
"86719",16800," 36 months",10.99,"B","B2","4 years","MORTGAGE",101000,"Not Verified","credit_card","601xx",18.94,0,"Apr-97",0,12,0,35566,66.9,18
"750236",25000," 36 months",6.39,"A","A2","10+ years","MORTGAGE",138548,"Source Verified","debt_consolidation","221xx",10.44,0,"Jan-01",1,9,0,23937,48.6,14
"723945",15000," 36 months",12.69,"C","C2","1 year","RENT",75000,"Source Verified","credit_card","300xx",27.37,1,"Jul-06",0,20,1,20785,73.2,34
"818609",8175," 36 months",15.61,"D","D1","10+ years","MORTGAGE",135000,"Verified","small_business","972xx",13.16,0,"Mar-00",0,8,2,15071,68.5,21
"483007",12000," 60 months",9.17,"B","B2","10+ years","MORTGAGE",28000,"Not Verified","debt_consolidation","790xx",22.89,0,"Oct-96",0,20,0,7572,18.4,28
"183925",35000," 36 months",11.14,"B","B2","10+ years","MORTGAGE",179980,"Source Verified","credit_card","750xx",7.41,0,"Oct-99",1,12,0,13497,44.8,18
"809350",20000," 36 months",10.99,"B","B4","10+ years","MORTGAGE",1e+05,"Source Verified","home_improvement","600xx",19.88,0,"Aug-81",2,14,0,46739,60.1,29
"680378",22500," 60 months",17.57,"D","D4","10+ years","OWN",45000,"Source Verified","credit_card","410xx",35.25,1,"Feb-95",1,20,0,44863,45.1,30
"364277",17500," 60 months",13.98,"C","C3","3 years","MORTGAGE",43000,"Not Verified","debt_consolidation","760xx",26.24,0,"Jun-95",0,15,0,17767,32.5,32
"215148",10000," 36 months",10.74,"B","B2","10+ years","MORTGAGE",90000,"Not Verified","debt_consolidation","225xx",10.77,0,"Nov-03",2,7,0,1550,10.4,26
"768282",16750," 36 months",15.61,"D","D1","3 years","MORTGAGE",39900,"Source Verified","debt_consolidation","461xx",23.01,0,"Jun-00",1,10,0,17974,89.4,15
"517452",22000," 60 months",9.99,"B","B3","6 years","RENT",87000,"Not Verified","debt_consolidation","770xx",27.68,1,"Oct-00",1,21,0,11151,27.8,52
"325329",12700," 60 months",25.83,"G","G2","7 years","RENT",37482,"Verified","debt_consolidation","104xx",17.74,0,"Dec-05",0,17,0,15540,53.6,23
"650325",12000," 36 months",9.17,"B","B2","n/a","RENT",37551,"Verified","debt_consolidation","296xx",32.44,0,"Nov-92",0,9,1,15392,68.1,22
"872750",11000," 36 months",11.44,"B","B4","2 years","RENT",24000,"Verified","credit_card","752xx",12,0,"May-10",0,8,0,7624,47.4,12
"630967",3200," 36 months",11.53,"B","B5","1 year","RENT",40000,"Source Verified","debt_consolidation","063xx",10.17,0,"Nov-96",0,6,0,1030,24.5,10
"491499",11775," 60 months",18.99,"E","E3","6 years","RENT",26800,"Verified","debt_consolidation","010xx",26.38,0,"Mar-11",1,3,0,8076,100.9,4
"799456",16000," 36 months",7.89,"A","A5","8 years","MORTGAGE",107000,"Not Verified","credit_card","327xx",23.35,0,"Jul-04",0,15,1,14256,78.8,23
"875767",10000," 36 months",11.44,"B","B4","5 years","RENT",38000,"Source Verified","debt_consolidation","544xx",30.35,1,"Nov-00",0,5,0,6714,95.9,26
"651524",20300," 36 months",13.33,"C","C3","2 years","RENT",69500,"Verified","credit_card","852xx",27.53,0,"Feb-97",1,10,0,13187,70.9,12
"824016",12000," 36 months",7.89,"A","A5","10+ years","MORTGAGE",60000,"Source Verified","debt_consolidation","386xx",24.96,0,"Oct-99",2,8,0,10262,60,11
"132942",5225," 36 months",12.12,"B","B3","1 year","RENT",31534,"Not Verified","debt_consolidation","112xx",17.5,0,"Dec-05",0,9,0,4070,58.1,17
"775200",1000," 36 months",12.69,"C","C2","8 years","RENT",42432,"Not Verified","other","060xx",19.23,0,"Apr-01",0,8,0,7026,80.8,26
"77671",12000," 36 months",9.99,"B","B1","10+ years","RENT",54000,"Source Verified","debt_consolidation","303xx",23.91,0,"Jan-89",0,9,0,6866,45.2,31
"273323",7000," 36 months",19.52,"E","E2","10+ years","RENT",120000,"Source Verified","debt_consolidation","946xx",5.28,1,"Sep-03",2,7,0,3225,58.6,8
"148555",6000," 36 months",10.16,"B","B1","1 year","MORTGAGE",65000,"Not Verified","credit_card","493xx",6.46,0,"Dec-00",2,22,0,4349,30.6,44
"683734",6025," 36 months",11.53,"B","B5","n/a","MORTGAGE",70400,"Source Verified","debt_consolidation","021xx",3.32,0,"Jan-64",1,10,0,3951,39.9,41
"837801",9625," 36 months",17.86,"D","D5","< 1 year","OWN",28500,"Source Verified","debt_consolidation","566xx",21.45,0,"Sep-03",0,7,0,11068,80.8,11
"809523",16000," 36 months",7.89,"A","A5","7 years","MORTGAGE",125000,"Verified","debt_consolidation","566xx",17.29,0,"Oct-99",1,13,0,14329,53.7,21
"468512",25000," 36 months",5.32,"A","A1","4 years","MORTGAGE",150000,"Not Verified","small_business","727xx",11.82,0,"Oct-98",0,9,0,7802,13.9,28
"432029",4000," 36 months",12.49,"B","B4","4 years","RENT",80000,"Not Verified","credit_card","787xx",5.72,0,"Jun-10",1,7,0,9184,59.3,8
"495479",10000," 36 months",12.59,"C","C2","10+ years","RENT",35000,"Source Verified","debt_consolidation","946xx",28.74,0,"Nov-94",1,9,1,5075,54,39
"128371",22000," 60 months",23.76,"F","F4","3 years","RENT",50000,"Verified","credit_card","701xx",23.57,0,"Sep-02",0,6,0,6090,89.6,17
"296380",27000," 60 months",19.52,"E","E2","10+ years","RENT",85000,"Source Verified","debt_consolidation","923xx",18.45,0,"Dec-02",1,5,0,13978,86.8,16
"707467",10000," 36 months",7.89,"A","A5","2 years","MORTGAGE",59000,"Not Verified","credit_card","370xx",31.33,0,"Sep-00",0,13,0,31972,71.5,34
"689043",12125," 60 months",19.99,"E","E4","n/a","MORTGAGE",41000,"Verified","debt_consolidation","810xx",39.37,0,"May-89",2,12,0,41584,96.7,39
"812694",2500," 36 months",16.55,"D","D2","< 1 year","RENT",31200,"Not Verified","debt_consolidation","924xx",2.31,0,"Jul-03",0,7,0,2881,31,13
"456141",10000," 36 months",12.85,"B","B4","< 1 year","MORTGAGE",78000,"Not Verified","debt_consolidation","285xx",5.43,2,"Jun-01",0,8,1,4205,62,16
"607925",21000," 36 months",7.89,"A","A5","10+ years","MORTGAGE",95000,"Verified","debt_consolidation","871xx",11.41,0,"Jul-98",0,11,0,31833,84.4,25
"816532",20000," 60 months",15.61,"D","D1","< 1 year","RENT",97760,"Verified","credit_card","950xx",20.73,0,"Dec-04",0,15,0,27561,85.6,20
"510679",10000," 36 months",7.89,"A","A5","8 years","RENT",50000,"Not Verified","debt_consolidation","907xx",8.57,0,"Sep-03",0,8,0,8884,49,21
"667905",4475," 36 months",18.25,"E","E1","2 years","RENT",51000,"Verified","debt_consolidation","750xx",15.04,0,"Jan-05",0,5,0,98,3.3,13
"648801",7200," 36 months",12.69,"C","C2","10+ years","OWN",160000,"Not Verified","home_improvement","601xx",17.44,1,"Sep-96",0,16,0,118681,88.5,36
"225027",12500," 60 months",16.29,"C","C5","10+ years","MORTGAGE",88000,"Verified","other","117xx",6.44,2,"Oct-02",1,9,0,199,1.6,13
"295247",27200," 36 months",8.39,"A","A5","10+ years","OWN",86000,"Source Verified","debt_consolidation","703xx",16.96,0,"Aug-90",0,10,0,46949,77.7,18
"471355",20000," 36 months",13.44,"C","C3","4 years","RENT",75000,"Not Verified","debt_consolidation","919xx",20.19,2,"Jun-95",2,10,1,2368,37.6,57
